tipo_de_compra;codigo;descricao;fornecedor;qtd_pedido;embalagem_padrao;qtd_corrigida;data_colocacao;semana_compra;rota_cod;centro;rota; preco_unitario ; valor_total ;dia_colocacao;comprador;de_chao;de_simulado;de_fechamento_sim_viveo;politica;forecast;estoque_chao;estoque_total;delta_forecast;estoque_projetado_c_pedido;de_com_pedido_filial
COMPRA SEMANAL;202996;CYRAMZA 500MG FR 50ML (G);ELI LILLY;46;1;46;21/05/2024;S3;-;Mafra - RPO;1009->1003->1001; R$ 17.062,00 ; R$ 784.830,38 ;Livre;Byanca;0;0;60;20;57;0;0;51;5;2
COMPRA SEMANAL;202996;CYRAMZA 500MG FR 50ML (G);ELI LILLY;10;1;10;21/05/2024;S3;-;Mafra - RPO;1001; R$ 17.093,00 ; R$ 170.930,80 ;Livre;Byanca;0;0;60;20;57;0;0;51;5;2
COMPRA SEMANAL;202996;CYRAMZA 500MG FR 50ML (G);ELI LILLY;27;1;27;21/05/2024;S3;58;Mafra - LDA;1009->1003->1002; R$ 17.062,00 ; R$ 460.661,31 ;Livre;Byanca;0;0;60;20;42;0;0;38;4;3
COMPRA SEMANAL;202996;CYRAMZA 500MG FR 50ML (G);ELI LILLY;15;1;15;21/05/2024;S3;-;Mafra - LDA;1002; R$ 17.126,00 ; R$ 256.883,40 ;Livre;Byanca;0;0;60;20;42;0;0;38;4;3
COMPRA SEMANAL;202996;CYRAMZA 500MG FR 50ML (G);ELI LILLY;3;1;3;21/05/2024;S3;-;Mafra - REC;1009->1003->1010; R$ 17.062,00 ; R$ 51.184,59 ;Livre;Byanca;0;0;60;20;3;0;0;2;1;6
COMPRA SEMANAL;202999;NPLATE 250 MCG FR (G);AMGEN;15;1;15;21/05/2024;S3;-;Mafra - RPO;1001; R$ 2.026,00 ; R$ 30.392,10 ;Livre;Elisete;10;10;60;45;9;3;3;5;13;43
COMPRA SEMANAL;202999;NPLATE 250 MCG FR (G);AMGEN;12;1;12;21/05/2024;S3;-;Mafra - LDA;1002; R$ 2.149,00 ; R$ 25.792,80 ;Livre;Elisete;0;38;60;45;12;0;15;9;18;46
COMPRA SEMANAL;202999;NPLATE 250 MCG FR (G);AMGEN;2;1;2;21/05/2024;S3;-;Mafra - RJ;1023; R$ 2.154,00 ; R$ 4.307,02 ;Livre;Elisete;10;50;60;45;3;1;5;2;5;51
COMPRA SEMANAL;203038;ATLANSIL 100MG CX 20  CMP;SANOFI;59;1;59;21/05/2024;S3;51;Mafra - RJ;1009->1023; R$ 14,00 ; R$ 853,73 ;Livre;Karolina;0;0;60;60;42;0;0;5;68;48
COMPRA SEMANAL;203038;ATLANSIL 100MG CX 20  CMP;SANOFI;14;1;14;21/05/2024;S3;-;Mafra - RJ;1023; R$ 14,00 ; R$ 202,58 ;Livre;Karolina;0;0;60;60;42;0;0;5;68;48
COMPRA SEMANAL;203251;REMIFENTANILA (GEN) (A1) 2MG CX C/5 F/A  *;CRISTALIA;14;24;24;21/05/2024;S3;-;Mafra - RPO;1001; R$ 88,00 ; R$ 1.225,00 ;Livre;Alessandro;0;0;60;60;11;0;0;11;3;9
COMPRA SEMANAL;203251;REMIFENTANILA (GEN) (A1) 2MG CX C/5 F/A  *;CRISTALIA;3;24;0;21/05/2024;S3;-;Mafra - LDA;1002; R$ 88,00 ; R$ 262,50 ;Livre;Alessandro;10;10;60;60;3;1;1;3;1;8
COMPRA SEMANAL;203251;REMIFENTANILA (GEN) (A1) 2MG CX C/5 F/A  *;CRISTALIA;52;24;48;21/05/2024;S3;-;Mafra - DF;1009; R$ 88,00 ; R$ 4.550,00 ;Livre;Alessandro;0;18;60;60;41;0;24;38;38;28
COMPRA SEMANAL;203252;KEPPRA (C1) 750MG CX C/60 CPR;UCB;1;1;1;21/05/2024;S3;-;Mafra - RPO;1001; R$ 460,00 ; R$ 459,76 ;Livre;Karolina;45;60;60;45;2;3;4;2;3;45
COMPRA SEMANAL;203254;KEPPRA (C1) 250MG CX C/60 CPR;UCB;1;1;1;21/05/2024;S3;-;Mafra - DF;1009; R$ 111,00 ; R$ 110,56 ;Livre;Karolina;0;60;60;45;1;0;2;1;3;75
COMPRA SEMANAL;203254;KEPPRA (C1) 250MG CX C/60 CPR;UCB;1;1;1;21/05/2024;S3;53;Mafra - RN;1010->1024; R$ 111,00 ; R$ 110,76 ;Livre;Karolina;0;0;60;45;1;0;0;1;0;9
COMPRA SEMANAL;203330;MEROPENEM (GEN) 500 MG CX 25 F/A;CRISTALIA;39;8;40;21/05/2024;S3;-;Mafra - RJ;1023; R$ 263,00 ; R$ 10.237,50 ;;Alessandro;0;35;60;60;34;0;40;20;59;52
COMPRA SEMANAL;203421;DORMIRE (MIDAZOLAM) (B1) 15MG CX C/10 AMP 3ML;CRISTALIA;48;48;48;21/05/2024;S3;-;Mafra - LDA;1002; R$ 28,00 ; R$ 1.320,00 ;Livre;Alessandro;0;0;60;60;3;0;0;3;45;449
COMPRA SEMANAL;203479;TOPERMA 700MG CX C/30 EMPLASTOS;GRUNENTHAL;2;1;2;21/05/2024;S3;-;Mafra - RN;1024; R$ -    ;  R$ -    ;;Elisete;30;30;60;60;1;1;1;0;3;88
COMPRA SEMANAL;203490;SYNTHROID 150MCG CX C/30 CPR;ABBOTT;1;1;1;21/05/2024;S3;51;Mafra - RJ;1009->1023; R$ 13,00 ; R$ 13,13 ;Livre;Karolina;45;45;60;45;2;3;3;1;3;41
COMPRA SEMANAL;203570;DEPAKOTE ER (C1) 250MG CX C/30 CPR REV;ABBOTT;1;1;1;21/05/2024;S3;-;Mafra - LDA;1002; R$ 25,00 ; R$ 24,92 ;Livre;Karolina;0;60;60;45;1;0;2;1;2;59
COMPRA SEMANAL;203570;DEPAKOTE ER (C1) 250MG CX C/30 CPR REV;ABBOTT;1;1;1;21/05/2024;S3;-;Mafra - REC;1010; R$ 25,00 ; R$ 24,92 ;Livre;Karolina;60;80;60;45;3;6;8;3;6;64
COMPRA SEMANAL;203589;COBAVITAL 1MG/4 MG CX 16  COMP;ABBOTT;2;1;2;21/05/2024;S3;12;Mafra - RPO;1003->1001; R$ 8,00 ; R$ 15,54 ;;Karolina;21;50;60;45;21;15;35;12;27;38
COMPRA SEMANAL;203589;COBAVITAL 1MG/4 MG CX 16  COMP;ABBOTT;2;1;2;21/05/2024;S3;-;Mafra - RPO;1001; R$ 8,00 ; R$ 15,54 ;Livre;Karolina;21;50;60;45;21;15;35;12;27;38
COMPRA SEMANAL;203589;COBAVITAL 1MG/4 MG CX 16  COMP;ABBOTT;1;1;1;21/05/2024;S3;-;Mafra - LDA;1002; R$ 8,00 ; R$ 7,77 ;Livre;Karolina;30;30;60;45;1;1;1;1;1;44
COMPRA SEMANAL;203589;COBAVITAL 1MG/4 MG CX 16  COMP;ABBOTT;1;1;1;21/05/2024;S3;51;Mafra - RJ;1009->1023; R$ 8,00 ; R$ 7,77 ;;Karolina;0;0;60;45;1;0;0;0;1;19
COMPRA SEMANAL;203593;CEFUROXIMA SODICA (GEN) 750 MG IM/IV CX 50 FR;CRISTALIA;27;6;30;21/05/2024;S3;-;Mafra - RPO;1001; R$ 315,00 ; R$ 8.505,00 ;Livre;Alessandro;0;0;60;60;23;0;0;14;13;17
COMPRA SEMANAL;203593;CEFUROXIMA SODICA (GEN) 750 MG IM/IV CX 50 FR;CRISTALIA;23;6;24;21/05/2024;S3;-;Mafra - LDA;1002; R$ 315,00 ; R$ 7.245,00 ;Livre;Alessandro;2;2;60;60;20;1;1;12;12;18
COMPRA SEMANAL;203593;CEFUROXIMA SODICA (GEN) 750 MG IM/IV CX 50 FR;CRISTALIA;13;6;12;21/05/2024;S3;-;Mafra - DF;1009; R$ 315,00 ; R$ 4.095,00 ;Livre;Alessandro;0;0;60;60;11;0;0;7;6;17
COMPRA SEMANAL;203593;CEFUROXIMA SODICA (GEN) 750 MG IM/IV CX 50 FR;CRISTALIA;5;6;6;21/05/2024;S3;-;Mafra - REC;1010; R$ 315,00 ; R$ 1.575,00 ;Livre;Alessandro;0;0;60;60;5;0;0;3;2;13
COMPRA SEMANAL;204017;DIAMICRON MR 60MG CX C/30 CPR;SERVIER;1;1;1;21/05/2024;S3;-;Mafra - DF;1009; R$ 57,00 ; R$ 57,24 ;Livre;Karolina;0;60;60;45;1;0;2;1;2;68
COMPRA SEMANAL;204022;ULTIVA (A1) 2MG CX C/5 F/A PO LIOF (G);ASPEN;1215;1;1215;21/05/2024;S3;-;Mafra - RPO;1001; R$ 268,00 ; R$ 325.048,95 ;Livre;Teresa;0;0;60;60;520;0;0;292;923;53
COMPRA SEMANAL;204022;ULTIVA (A1) 2MG CX C/5 F/A PO LIOF (G);ASPEN;15;1;15;21/05/2024;S3;51;Mafra - RJ;1009->1023; R$ 268,00 ; R$ 4.012,95 ;Livre;Teresa;68;68;60;60;27;61;61;23;53;59
COMPRA SEMANAL;204027;ZOLADEX DEPOT 3,6MG 1 AMP-SER. INJ (G);ASTRAZENECA;71;1;71;21/05/2024;S3;-;Mafra - RJ;1023; R$ 603,00 ; R$ 42.839,27 ;Livre;Byanca;3;27;60;30;117;10;106;61;116;30
COMPRA SEMANAL;204028;ZOLADEX LA 10,8MG 1 FR-AMP (G);ASTRAZENECA;162;1;162;21/05/2024;S3;-;Mafra - REC;1010; R$ 1.545,00 ; R$ 250.268,94 ;Livre;Byanca;17;17;60;30;148;85;85;99;148;30
COMPRA SEMANAL;204035;ATROPINA 0,5% FR C/5ML;ALLERGAN;20;1;20;21/05/2024;S3;-;Mafra - LDA;1002; R$ 7,00 ; R$ 149,20 ;Livre;Karolina;24;30;60;45;72;58;73;40;53;22
COMPRA SEMANAL;204035;ATROPINA 0,5% FR C/5ML;ALLERGAN;29;1;29;21/05/2024;S3;-;Mafra - REC;1010; R$ 7,00 ; R$ 208,80 ;Livre;Karolina;0;28;60;45;101;0;95;57;67;20
COMPRA SEMANAL;204046;LORATADINA (GEN) 1 MG/ML XPE CT FR VD X 100 ML;LABOFARMA;30;24;24;21/05/2024;S3;12;Mafra - RPO;1003->1001; R$ 11,00 ; R$ 335,10 ;;Bruna;28;28;60;60;18;17;17;12;35;59
COMPRA SEMANAL;204046;LORATADINA (GEN) 1 MG/ML XPE CT FR VD X 100 ML;LABOFARMA;7;24;0;21/05/2024;S3;-;Mafra - DF;1009; R$ 11,00 ; R$ 74,69 ;Livre;Bruna;0;0;60;60;3;0;0;2;5;51
COMPRA SEMANAL;204046;LORATADINA (GEN) 1 MG/ML XPE CT FR VD X 100 ML;LABOFARMA;25;24;24;21/05/2024;S3;-;Mafra - REC;1010; R$ 11,00 ; R$ 266,75 ;Livre;Bruna;13;13;60;60;12;5;5;6;24;60
COMPRA SEMANAL;204046;LORATADINA (GEN) 1 MG/ML XPE CT FR VD X 100 ML;LABOFARMA;2;24;0;21/05/2024;S3;51;Mafra - RJ;1009->1023; R$ 11,00 ; R$ 21,34 ;Livre;Bruna;45;45;60;60;2;3;3;1;4;60
COMPRA SEMANAL;204048;SELOKEN 100MG CX C30 CP;ASTRAZENECA;1;1;1;21/05/2024;S3;-;Mafra - LDA;1002; R$ 33,00 ; R$ 33,32 ;Livre;Byanca;30;30;60;30;1;1;1;1;1;40
COMPRA SEMANAL;204052;SYMBICORT SPRAY 6/200MCG 120 DOSES;PROMEFARMA;920;1;920;21/05/2024;S3;-;Mafra - RPO;1001; R$ 114,00 ; R$ 104.880,00 ;Livre;Bruna;0;0;60;45;477;0;0;341;579;36
COMPRA SEMANAL;204052;SYMBICORT SPRAY 6/200MCG 120 DOSES;PROMEFARMA;138;1;138;21/05/2024;S3;-;Mafra - LDA;1002; R$ 114,00 ; R$ 15.732,00 ;Livre;Bruna;0;0;60;45;70;0;0;56;82;35
COMPRA SEMANAL;204052;SYMBICORT SPRAY 6/200MCG 120 DOSES;PROMEFARMA;130;1;130;21/05/2024;S3;-;Mafra - DF;1009; R$ 114,00 ; R$ 14.820,00 ;Livre;Bruna;0;0;60;45;66;0;0;53;77;35
COMPRA SEMANAL;204052;SYMBICORT SPRAY 6/200MCG 120 DOSES;PROMEFARMA;48;1;48;21/05/2024;S3;-;Mafra - RJ;1023; R$ 93,00 ; R$ 4.473,60 ;Livre;Bruna;12;25;60;45;33;13;28;26;50;45
COMPRA SEMANAL;204072;TRAMAL (A2) 50MG CX C/20 CAPS;GRUNENTHAL;5;1;5;21/05/2024;S3;-;Mafra - RPO;1001; R$ 89,00 ; R$ 444,50 ;Livre;Elisete;0;35;60;60;86;0;100;73;32;11
COMPRA SEMANAL;204088;DAFLON 500 450MG+50MG CX C/60 CPR;SERVIER;2;1;2;21/05/2024;S3;-;Mafra - RPO;1001; R$ 136,00 ; R$ 272,50 ;Livre;Karolina;30;30;60;45;2;2;2;0;4;57
COMPRA SEMANAL;204088;DAFLON 500 450MG+50MG CX C/60 CPR;SERVIER;1;1;1;21/05/2024;S3;-;Mafra - REC;1010; R$ 129,00 ; R$ 128,68 ;Livre;Karolina;0;60;60;45;1;0;2;0;3;88
COMPRA SEMANAL;204088;DAFLON 500 450MG+50MG CX C/60 CPR;SERVIER;5;1;5;21/05/2024;S3;51;Mafra - RJ;1009->1023; R$ 136,00 ; R$ 680,00 ;Livre;Karolina;0;0;60;45;6;0;0;1;4;21
COMPRA SEMANAL;204096;MIELOCADE 3,5 MG PO LIOF SOL INJ;BERGAMO;73;1;73;21/05/2024;S3;-;Mafra - RJ;1023; R$ 231,00 ; R$ 16.863,00 ;;Alessandro;13;21;60;60;59;25;42;54;61;31
COMPRA SEMANAL;204099;OLANZAPINA (GEN) (C1)  2,5MG X 30 CPR;LABOFARMA;22;50;0;21/05/2024;S3;-;Mafra - RPO;1001; R$ 95,00 ; R$ 2.083,18 ;Livre;Bruna;60;60;60;60;29;58;58;21;59;59
COMPRA SEMANAL;204099;OLANZAPINA (GEN) (C1)  2,5MG X 30 CPR;LABOFARMA;9;50;0;21/05/2024;S3;51;Mafra - RJ;1009->1023; R$ 90,00 ; R$ 806,58 ;Livre;Bruna;8;8;60;60;4;1;1;3;7;55
COMPRA SEMANAL;204117;EXFUNO (DAPTOMICINA) 500MG CX C/1 F/A PO LIOF (G);DR REDDY´S;275;1;275;21/05/2024;S3;12;Mafra - RPO;1003->1001; R$ 137,00 ; R$ 37.584,25 ;Livre;Bruna;46;46;60;60;493;751;751;58;968;59
COMPRA SEMANAL;204117;EXFUNO (DAPTOMICINA) 500MG CX C/1 F/A PO LIOF (G);DR REDDY´S;74;1;74;21/05/2024;S3;-;Mafra - LDA;1002; R$ 137,00 ; R$ 10.113,58 ;Livre;Bruna;47;47;60;60;150;233;233;11;296;59
COMPRA SEMANAL;204117;EXFUNO (DAPTOMICINA) 500MG CX C/1 F/A PO LIOF (G);DR REDDY´S;279;1;279;21/05/2024;S3;-;Mafra - DF;1009; R$ 137,00 ; R$ 38.130,93 ;Livre;Bruna;3;38;60;60;363;34;456;27;708;58
COMPRA SEMANAL;204117;EXFUNO (DAPTOMICINA) 500MG CX C/1 F/A PO LIOF (G);DR REDDY´S;162;1;162;21/05/2024;S3;-;Mafra - REC;1010; R$ 137,00 ; R$ 22.140,54 ;Livre;Bruna;0;0;60;60;84;0;0;6;156;56
COMPRA SEMANAL;204117;EXFUNO (DAPTOMICINA) 500MG CX C/1 F/A PO LIOF (G);DR REDDY´S;844;1;844;21/05/2024;S3;51;Mafra - RJ;1009->1023; R$ 137,00 ; R$ 115.349,48 ;Livre;Bruna;15;15;60;60;546;266;266;163;1031;57
COMPRA SEMANAL;204117;EXFUNO (DAPTOMICINA) 500MG CX C/1 F/A PO LIOF (G);DR REDDY´S;84;1;84;21/05/2024;S3;-;Mafra - RJ;1023; R$ 137,00 ; R$ 11.480,28 ;Livre;Bruna;15;15;60;60;546;266;266;163;1031;57
COMPRA SEMANAL;204118;WINDUZA 100 MG PO LIOF SUS INJ SC CT FA VD TRANS;DR REDDY´S;41;1;41;21/05/2024;S3;-;Mafra - RPO;1001; R$ 600,00 ; R$ 24.600,00 ;Livre;Bruna;58;58;60;60;633;1225;1225;394;872;41
COMPRA SEMANAL;204118;WINDUZA 100 MG PO LIOF SUS INJ SC CT FA VD TRANS;DR REDDY´S;19;1;19;21/05/2024;S3;-;Mafra - CTL;1003; R$ 600,00 ; R$ 11.400,00 ;Livre;Bruna;7;7;60;60;85;19;19;46;-8;-3
COMPRA SEMANAL;204118;WINDUZA 100 MG PO LIOF SUS INJ SC CT FA VD TRANS;DR REDDY´S;2;1;2;21/05/2024;S3;-;Mafra - REC;1010; R$ 600,00 ; R$ 1.200,00 ;Livre;Bruna;64;64;60;60;24;51;51;15;38;47
COMPRA SEMANAL;204118;WINDUZA 100 MG PO LIOF SUS INJ SC CT FA VD TRANS;DR REDDY´S;34;1;34;21/05/2024;S3;-;Mafra - RJ;1023; R$ 600,00 ; R$ 20.400,00 ;Livre;Bruna;26;26;60;60;203;178;178;126;86;13
COMPRA SEMANAL;204120;PICOPREP 10MG + 3,5G + 12G PO SOL OR CX C/2 ENV;FERRING;91;1;91;21/05/2024;S3;27;Mafra - RPO;1009->1001; R$ 30,00 ; R$ 2.713,62 ;Livre;Elisete;15;15;60;40;193;96;96;76;121;19
COMPRA SEMANAL;204120;PICOPREP 10MG + 3,5G + 12G PO SOL OR CX C/2 ENV;FERRING;10;1;10;21/05/2024;S3;-;Mafra - RPO;1001; R$ 35,00 ; R$ 349,70 ;Livre;Elisete;15;15;60;40;193;96;96;76;121;19
COMPRA SEMANAL;204120;PICOPREP 10MG + 3,5G + 12G PO SOL OR CX C/2 ENV;FERRING;13;1;13;21/05/2024;S3;-;Mafra - LDA;1002; R$ 30,00 ; R$ 389,09 ;;Elisete;9;26;60;40;35;10;30;14;29;25
COMPRA SEMANAL;204120;PICOPREP 10MG + 3,5G + 12G PO SOL OR CX C/2 ENV;FERRING;17;1;17;21/05/2024;S3;51;Mafra - RJ;1009->1023; R$ 30,00 ; R$ 506,94 ;Livre;Elisete;11;11;60;40;29;11;11;11;17;17
COMPRA SEMANAL;204120;PICOPREP 10MG + 3,5G + 12G PO SOL OR CX C/2 ENV;FERRING;42;1;42;21/05/2024;S3;53;Mafra - RN;1010->1024; R$ 30,00 ; R$ 1.254,54 ;Livre;Elisete;25;25;60;40;108;89;89;43;88;25
COMPRA SEMANAL;204126;AMGEVITA 50MG/ML SOL INJ 2 SER PREENC VDX0,8ML CAN APLIC (G);AMGEN;104;1;104;21/05/2024;S3;-;Mafra - RPO;1001; R$ 2.173,00 ; R$ 225.956,64 ;Livre;Elisete;17;29;60;45;258;146;251;177;178;21
COMPRA SEMANAL;204126;AMGEVITA 50MG/ML SOL INJ 2 SER PREENC VDX0,8ML CAN APLIC (G);AMGEN;38;1;38;21/05/2024;S3;-;Mafra - REC;1010; R$ 2.173,00 ; R$ 82.561,08 ;Livre;Elisete;1;1;60;45;60;1;1;41;-2;-1
COMPRA SEMANAL;204126;AMGEVITA 50MG/ML SOL INJ 2 SER PREENC VDX0,8ML CAN APLIC (G);AMGEN;98;1;98;21/05/2024;S3;-;Mafra - RJ;1023; R$ 2.296,00 ; R$ 225.013,88 ;Livre;Elisete;15;15;60;45;179;88;88;113;73;12
COMPRA SEMANAL;204136;CLORIDRATO DE VALGANCICLOVIR 450MG (GEN) CX C/60 CPR;DR REDDY´S;29;1;29;21/05/2024;S3;12;Mafra - RPO;1003->1001; R$ 5.632,00 ; R$ 163.339,31 ;;Bruna;2;2;60;60;13;1;1;7;23;55
COMPRA SEMANAL;204136;CLORIDRATO DE VALGANCICLOVIR 450MG (GEN) CX C/60 CPR;DR REDDY´S;2;1;2;21/05/2024;S3;-;Mafra - LDA;1002; R$ 5.632,00 ; R$ 11.264,78 ;Livre;Bruna;0;0;60;60;1;0;0;1;1;44
COMPRA SEMANAL;204136;CLORIDRATO DE VALGANCICLOVIR 450MG (GEN) CX C/60 CPR;DR REDDY´S;7;1;7;21/05/2024;S3;-;Mafra - DF;1009; R$ 5.632,00 ; R$ 39.426,73 ;Livre;Bruna;0;0;60;60;3;0;0;2;5;49
COMPRA SEMANAL;204136;CLORIDRATO DE VALGANCICLOVIR 450MG (GEN) CX C/60 CPR;DR REDDY´S;15;1;15;21/05/2024;S3;51;Mafra - RJ;1009->1023; R$ 5.632,00 ; R$ 84.485,85 ;Livre;Bruna;10;10;60;60;6;2;2;5;12;58
COMPRA SEMANAL;204136;CLORIDRATO DE VALGANCICLOVIR 450MG (GEN) CX C/60 CPR;DR REDDY´S;5;1;5;21/05/2024;S3;-;Mafra - RN;1024; R$ -    ;  R$ -    ;Livre;Bruna;48;48;60;60;5;8;8;4;9;55
COMPRA SEMANAL;204150;FIRMAGON 80MG PO LIOF CX C/1 FRA + SER C/DIL;FERRING;39;1;39;21/05/2024;S3;-;Mafra - RPO;1001; R$ 514,00 ; R$ 20.046,39 ;Livre;Elisete;5;27;60;40;34;6;31;28;42;37
COMPRA SEMANAL;204150;FIRMAGON 80MG PO LIOF CX C/1 FRA + SER C/DIL;FERRING;14;1;14;21/05/2024;S3;-;Mafra - LDA;1002; R$ 514,00 ; R$ 7.196,28 ;Livre;Elisete;10;44;60;40;22;7;32;18;28;38
COMPRA SEMANAL;204150;FIRMAGON 80MG PO LIOF CX C/1 FRA + SER C/DIL;FERRING;5;1;5;21/05/2024;S3;-;Mafra - CTL;1003; R$ 514,00 ; R$ 2.570,05 ;Livre;Elisete;41;52;60;40;11;15;19;9;15;41
COMPRA SEMANAL;204150;FIRMAGON 80MG PO LIOF CX C/1 FRA + SER C/DIL;FERRING;12;1;12;21/05/2024;S3;51;Mafra - RJ;1009->1023; R$ 514,00 ; R$ 6.168,12 ;Livre;Elisete;7;20;60;40;9;2;6;7;11;36
COMPRA SEMANAL;204150;FIRMAGON 80MG PO LIOF CX C/1 FRA + SER C/DIL;FERRING;49;1;49;21/05/2024;S3;53;Mafra - RN;1010->1024; R$ 514,00 ; R$ 25.186,49 ;Livre;Elisete;13;13;60;40;36;16;16;30;42;35
COMPRA SEMANAL;204150;FIRMAGON 80MG PO LIOF CX C/1 FRA + SER C/DIL;FERRING;7;1;7;21/05/2024;S3;-;Mafra - RN;1024; R$ -    ;  R$ -    ;Livre;Elisete;13;13;60;40;36;16;16;30;42;35
COMPRA SEMANAL;204151;FIRMAGON 120MG PO LIOF CX C/2 FRA + SER C/DIL;FERRING;1;1;1;21/05/2024;S3;-;Mafra - RPO;1001; R$ 936,00 ; R$ 935,72 ;Livre;Elisete;0;30;60;40;1;0;1;0;2;53
COMPRA SEMANAL;204151;FIRMAGON 120MG PO LIOF CX C/2 FRA + SER C/DIL;FERRING;26;1;26;21/05/2024;S3;-;Mafra - LDA;1002; R$ 936,00 ; R$ 24.329,50 ;Livre;Elisete;5;5;60;40;13;2;2;11;17;41
COMPRA SEMANAL;204151;FIRMAGON 120MG PO LIOF CX C/2 FRA + SER C/DIL;FERRING;2;1;2;21/05/2024;S3;-;Mafra - CTL;1003; R$ 936,00 ; R$ 1.871,44 ;Livre;Elisete;30;30;60;40;2;2;2;1;3;45
COMPRA SEMANAL;204151;FIRMAGON 120MG PO LIOF CX C/2 FRA + SER C/DIL;FERRING;2;1;2;21/05/2024;S3;-;Mafra - DF;1009; R$ 936,00 ; R$ 1.871,44 ;Livre;Elisete;0;0;60;40;1;0;0;1;2;45
COMPRA SEMANAL;204151;FIRMAGON 120MG PO LIOF CX C/2 FRA + SER C/DIL;FERRING;2;1;2;21/05/2024;S3;61;Mafra - RJ;1002->1023; R$ 936,00 ; R$ 1.871,50 ;Livre;Elisete;0;0;60;40;1;0;0;0;2;55
COMPRA SEMANAL;204165;KANJINTI 440 MG PO LIOF FRA 20 ML (G);AMGEN;10;1;10;21/05/2024;S3;-;Mafra - LDA;1002; R$ 3.954,00 ; R$ 39.543,60 ;Livre;Elisete;25;25;60;45;6;5;5;6;9;45
COMPRA SEMANAL;204181;PILOCARPINA 4% FR C/10ML;ALLERGAN;3;1;3;21/05/2024;S3;-;Mafra - RPO;1001; R$ 36,00 ; R$ 107,82 ;Livre;Karolina;0;0;60;45;2;0;0;2;2;23
COMPRA SEMANAL;205917;VECTIBIX 100MG F/A 5ML (G);AMGEN;68;1;68;21/05/2024;S3;-;Mafra - LDA;1002; R$ 1.416,00 ; R$ 96.258,76 ;Livre;Elisete;6;6;60;45;79;15;15;33;50;19
COMPRA SEMANAL;205917;VECTIBIX 100MG F/A 5ML (G);AMGEN;2;1;2;21/05/2024;S3;-;Mafra - CTL;1003; R$ 1.416,00 ; R$ 2.831,14 ;Livre;Elisete;12;42;60;45;5;2;7;3;7;39
COMPRA SEMANAL;205917;VECTIBIX 100MG F/A 5ML (G);AMGEN;117;1;117;21/05/2024;S3;-;Mafra - REC;1010; R$ 1.416,00 ; R$ 165.621,69 ;Livre;Elisete;3;30;60;45;252;25;255;111;261;31
COMPRA SEMANAL;205924;TETANOGAMMA 250UI SERING PREENCH 1 ML (G);CSL;13;1;13;21/05/2024;S3;12;Mafra - RPO;1003->1001; R$ 55,00 ; R$ 715,65 ;Livre;Andrew;78;78;60;60;85;222;222;66;169;60
COMPRA SEMANAL;205924;TETANOGAMMA 250UI SERING PREENCH 1 ML (G);CSL;49;1;49;21/05/2024;S3;29;Mafra - LDA;1009->1002; R$ 51,00 ; R$ 2.481,85 ;Livre;Andrew;36;36;60;60;34;41;41;27;63;56
COMPRA SEMANAL;205924;TETANOGAMMA 250UI SERING PREENCH 1 ML (G);CSL;8;1;8;21/05/2024;S3;-;Mafra - DF;1009; R$ 51,00 ; R$ 405,20 ;Livre;Andrew;75;75;60;60;31;78;78;24;62;60
COMPRA SEMANAL;205924;TETANOGAMMA 250UI SERING PREENCH 1 ML (G);CSL;288;1;288;21/05/2024;S3;20;Mafra - REC;1009->1010; R$ 51,00 ; R$ 14.587,20 ;Livre;Andrew;20;20;60;60;171;112;112;122;315;55
COMPRA SEMANAL;205924;TETANOGAMMA 250UI SERING PREENCH 1 ML (G);CSL;37;1;37;21/05/2024;S3;-;Mafra - REC;1010; R$ 51,00 ; R$ 1.874,05 ;Livre;Andrew;20;20;60;60;171;112;112;122;315;55
COMPRA SEMANAL;205924;TETANOGAMMA 250UI SERING PREENCH 1 ML (G);CSL;12;1;12;21/05/2024;S3;51;Mafra - RJ;1009->1023; R$ 51,00 ; R$ 607,80 ;Livre;Andrew;10;10;60;60;6;2;2;4;10;58
COMPRA SEMANAL;206100;PROLIA 60MG SER PREENCH VD INC 1ML (G);AMGEN;113;1;113;21/05/2024;S3;-;Mafra - LDA;1002; R$ 716,00 ; R$ 80.911,39 ;Livre;Elisete;9;9;60;45;128;39;39;85;67;16
COMPRA SEMANAL;206100;PROLIA 60MG SER PREENCH VD INC 1ML (G);AMGEN;91;1;91;21/05/2024;S3;-;Mafra - RJ;1023; R$ 716,00 ; R$ 65.158,73 ;Livre;Elisete;5;5;60;45;101;17;17;64;44;13
COMPRA SEMANAL;206244;ESBRIET 267MG C/270 CAPS;ROCHE;1;1;1;24/05/2024;S3;-;Mafra - DF;1009; R$ 10.565,00 ; R$ 10.565,48 ;Sexta-feira;Byanca;0;24;60;30;5;0;4;1;4;27
COMPRA SEMANAL;206244;ESBRIET 267MG C/270 CAPS;ROCHE;1;1;1;24/05/2024;S3;-;Mafra - REC;1010; R$ 10.546,00 ; R$ 10.546,38 ;Sexta-feira;Byanca;0;0;60;30;1;0;0;0;1;20
COMPRA SEMANAL;206609;HIOSCINA COMPOSTA (HIOSPAN) C/120 AMP 5ML;TEUTO;5972;6;5970;21/05/2024;S3;-;Mafra - RPO;1001; R$ 309,00 ; R$ 1.842.959,20 ;Livre;Alessandro;5;5;60;50;5300;848;848;5187;1633;9
